,Date,Unix,Ticker,DE Ratio,Price,stock_p_change,SP500,sp500_p_change,Difference
376,2005-03-06 05:42:18,1110058938.0,apc,0.395,81.37,55.1086542127,1210.469971,-21.7117175632,76.8203717759
377,2008-01-23 22:48:13,1201099693.0,apc,0.909,54.02,2.97369424323,1338.599976,-13.4247891301,16.3984833733
378,2008-05-11 19:06:59,1210504019.0,apc,0.901,76.33,45.50133435,1397.680054,-9.60372958823,55.1050639382
379,2007-02-18 19:32:02,1171798322.0,apc,1.542,41.33,-21.2161646969,1456.810059,-5.77944097072,-15.4367237262
380,2008-12-21 02:29:39,1229797779.0,apc,0.697,37.16,-29.1650781548,885.280029,-42.7436825312,13.5786043764
381,2007-05-01 11:54:25,1177991665.0,apc,1.542,46.66,-11.0560426992,1486.300049,-3.87214816587,-7.18389453333
382,2004-12-15 01:44:37,1103046277.0,swn,0.744,51.05,0.0,1205.719971,0.0,0.0
383,2005-03-06 01:24:53,1110043493.0,swn,0.726,61.2,19.8824681685,1210.469971,0.393955488359,19.4885126801
384,2008-01-15 22:48:37,1200408517.0,swn,0.454,56.69,11.0479921645,1380.949951,14.5332236518,-3.48523148727
385,2005-08-30 11:27:52,1125372472.0,swn,0.672,52.5,2.84035259549,1208.410034,0.223108438502,2.61724415699
386,2008-03-02 01:43:14,1204393394.0,swn,0.454,65.23,27.7766895201,1367.680054,13.4326449669,14.3440445531
387,2005-04-05 07:59:20,1112659160.0,swn,0.726,59.5,16.5523996082,1181.390015,-2.0178778311,18.5702774393
388,2007-11-04 02:21:26,1194114086.0,swn,0.323,55.48,8.6777668952,1508.439941,25.10698813,-16.4292212348
389,2006-09-06 15:14:33,1157526873.0,swn,0.106,36.92,-27.6787463271,1300.26001,7.8409615229,-35.51970785
390,2005-05-04 09:33:31,1115170411.0,shw,0.448,43.94,0.0,1175.650024,0.0,0.0
391,2005-05-28 05:14:38,1117228478.0,shw,0.625,45.0,2.41238051889,1190.01001,1.22145074698,1.19092977191
392,2004-11-14 23:16:50,1100445410.0,shw,0.559,45.44,3.4137460173,1173.47998,-0.184582482516,3.59832849981
393,2006-08-21 20:02:54,1156161774.0,shw,0.401,50.62,15.2025489304,1297.52002,10.366179859,4.83636907138
394,2004-12-10 15:43:02,1102664582.0,shw,0.559,43.96,0.045516613564,1188.0,1.05048064882,-1.00496403526
395,2007-03-19 07:36:53,1174261013.0,shw,0.439,65.71,49.5448338644,1402.060059,19.2582852361,30.2865486283
396,2006-01-17 03:48:49,1137440929.0,shw,0.445,46.01,4.71096950387,1282.930054,9.12516716795,-4.41419766408
397,2007-04-06 08:21:10,1175818870.0,shw,0.439,65.82,49.795175239,1437.77002,22.2957504911,27.4994247478
398,2007-05-29 12:08:50,1180411730.0,shw,0.54,66.9,52.2530723714,1518.109985,29.1294138569,23.1236585145
399,2004-09-30 07:21:56,1096500116.0,shw,0.341,43.37,-1.29722348657,1114.579956,-5.19457889281,3.89735540624
400,2005-03-28 14:36:21,1111991781.0,shw,0.448,44.21,0.614474283113,1174.280029,-0.116530852893,0.731005136006
401,2005-12-16 05:33:23,1134682403.0,ni,1.425,21.9,0.0,1267.319946,0.0,0.0
402,2006-01-10 10:50:05,1136861405.0,ni,1.425,20.97,-4.24657534247,1289.689941,1.7651418705,-6.01171721296
403,2003-10-14 00:34:35,1066062875.0,ni,1.572,21.15,-3.42465753425,1049.47998,-17.1890268663,13.7643693321
404,2007-04-04 17:14:04,1175678044.0,ni,1.283,24.8,13.2420091324,1439.369995,13.5758968793,-0.333887746899
405,2007-02-21 19:31:00,1172057460.0,ni,1.283,24.23,10.6392694064,1457.630005,15.0167335092,-4.37746410283
406,2004-10-24 21:02:53,1098622973.0,intu,0.0,44.43,0.0,1106.48999,0.0,0.0
407,2005-04-06 02:57:26,1112727446.0,intu,0.0,42.72,-3.84875084402,1184.069946,7.0113563341,-10.8601071781
408,2004-02-15 08:34:28,1076805268.0,intu,0.0,48.41,8.95791132118,1152.109985,4.12294692336,4.83496439782
409,2004-08-16 21:44:23,1092663863.0,intu,0.0,38.65,-13.0092279991,1079.339966,-2.45370715012,-10.555520849
410,2004-12-10 06:57:30,1102633050.0,intu,0.0,43.22,-2.72338510016,1188.0,7.3665383995,-10.0899234997
411,2007-10-26 03:09:12,1193339352.0,intu,0.492,31.37,-29.3945532298,1535.280029,38.7522745687,-68.1468277985
412,2008-12-24 21:04:59,1230123899.0,kmx,0.176,7.43,0.0,868.150024,0.0,0.0
413,2007-04-06 22:28:01,1175869681.0,kmx,0.149,24.94,235.666218035,1437.77002,65.6130830217,170.053135013
414,2004-11-29 03:12:11,1101669131.0,kmx,0.139,28.9,288.963660834,1178.569946,35.7564837204,253.207177114
415,2004-05-23 00:51:31,1085244691.0,kmx,0.153,22.42,201.749663526,1089.189941,25.4610275747,176.288635952
416,2007-02-23 09:53:38,1172195618.0,kmx,0.101,56.0,653.701211306,1451.189941,67.1588896944,586.542321611
417,2005-01-23 18:25:50,1106475950.0,kmx,0.154,29.86,301.884253028,1175.410034,35.3925014693,266.491751559
418,2008-01-22 12:28:29,1200976109.0,kmx,0.128,16.63,123.822341857,1310.5,50.9531721213,72.869169736
419,2007-03-14 03:38:38,1173814718.0,sbux,0.151,29.36,0.0,1387.170044,0.0,0.0
420,2004-12-10 18:42:43,1102675363.0,sbux,0.002,58.26,98.4332425068,1188.0,-14.358012189,112.791254696
421,2004-04-04 01:22:03,1081012923.0,sbux,0.002,39.3,33.8555858311,1132.170044,-18.3827499089,52.23833574
422,2009-01-31 07:35:33,1233358533.0,sbux,0.51,9.44,-67.8474114441,874.090027,-36.9875358266,-30.8598756176
423,2005-02-07 03:10:10,1107717010.0,sbux,0.001,50.66,72.5476839237,1201.719971,-13.3689502453,85.916634169
424,2007-04-20 10:35:36,1177036536.0,sbux,0.151,30.78,4.83651226158,1484.349976,7.00562504362,-2.16911278204
425,2004-10-24 21:03:05,1098622985.0,sbux,0.002,50.14,70.7765667575,1106.48999,-20.2340048514,91.0105716089
426,2007-05-02 12:13:26,1178079206.0,sbux,0.151,30.8975,5.23671662125,1495.920044,7.83970216704,-2.60298554579
427,2007-10-06 05:09:44,1191618584.0,sbux,0.374,26.84,-8.58310626703,1539.589966,10.9878325775,-19.5709388445
428,2007-06-24 17:38:17,1182677897.0,sbux,0.384,25.54,-13.0108991826,1522.189941,9.73347842855,-22.7443776111
429,2007-05-31 19:23:37,1180610617.0,sbux,0.384,28.69,-2.28201634877,1530.619995,10.3411944066,-12.6232107554
430,2007-04-29 07:56:12,1177804572.0,sbux,0.151,31.5,7.28882833787,1494.25,7.71931000552,-0.43048166764
431,2007-05-01 10:18:09,1177985889.0,sbux,0.151,31.02,5.65395095368,1486.300049,7.14620427602,-1.49225332234
432,2007-03-23 02:05:30,1174586730.0,sbux,0.151,31.64,7.76566757493,1436.109985,3.52804194494,4.23762562999
433,2007-07-02 00:31:46,1183307506.0,sbux,0.384,26.24,-10.6267029973,1519.430054,9.53452034032,-20.1612233376
434,2007-02-12 06:46:46,1171234006.0,sbux,0.151,32.96,12.2615803815,1433.369995,3.33051821583,8.93106216564
